Reg,Bank,Status,Year,Н1.0,ROE,Loans,Securities,Deposits,Equity,EBT,H4,ROA,Overdue_debt_ratio,Hedge_indicator,
2347,"ПЛАТИНА, ООО КБ",It's being liquidated,2020,25.20%,2.19%,"1,033,438,000",0,"324,217,000","1,092,699,000","80,657,000",0.00%,0.52%,1.14%,0,
2364,"РЕЗЕРВ (АО), БАНК",In bankruptcy,2016,15.33%,-9.34%,"753,512,000","1,157,399,000","1,471,377,000","507,466,000","-48,492,000",11.62%,-1.89%,18.67%,0,
2368,"БЛАНК БАНК, ООО",Active,2016,22.62%,-2.87%,"773,779,000","1,130,692,000","1,297,555,000","803,063,000","-46,223,000",29.87%,-0.61%,17.61%,0,
2368,"БЛАНК БАНК, ООО",Active,2017,22.66%,1.27%,"1,007,531,000","764,212,000","954,226,000","830,695,000","79,578,000",6.21%,0.35%,27.83%,0,
2368,"БЛАНК БАНК, ООО",Active,2018,26.08%,-3.27%,"2,107,024,000","1,142,920,000","1,559,463,000","1,104,668,000","-56,337,000",1.72%,-0.93%,0.17%,0,
2368,"БЛАНК БАНК, ООО",Active,2019,29.40%,-7.05%,"2,672,946,000","1,163,013,000","1,939,686,000","1,326,044,000","-130,994,000",6.68%,-2.22%,5.73%,0,
2368,"БЛАНК БАНК, ООО",Active,2020,23.64%,-3.73%,"3,135,729,000","1,670,144,000","1,012,400,000","1,187,953,000","-107,599,000",35.07%,-0.81%,11.30%,0,
2368,"БЛАНК БАНК, ООО",Active,2021,36.73%,-5.46%,"3,500,277,000","582,624,000","402,562,000","666,355,000","-494,633,000",,-1.07%,89.90%,0,
2374,"НДБАНК, АО",Active,2016,34.69%,7.07%,"879,115,000","154,545,000","99,413,000","422,255,000","12,368,000",6.98%,1.19%,58.64%,0,
2374,"НДБАНК, АО",Active,2017,38.72%,0.79%,"411,646,000","166,608,000","765,495,000","410,864,000","7,324,000",1.05%,0.11%,31.42%,0,
2374,"НДБАНК, АО",Active,2018,48.72%,-5.85%,"926,153,000","24,356,000","384,478,000","380,826,000","10,270,000",1.54%,-1.09%,57.70%,0,
2374,"НДБАНК, АО",Active,2019,51.62%,-12.78%,"523,720,000","85,217,000","226,833,000","359,186,000","-65,885,000",,-3.28%,90.04%,0,
2374,"НДБАНК, АО",Active,2020,30.13%,-3.55%,"570,770,000","177,542,000","232,689,000","362,608,000","1,084,000",,-0.67%,68.74%,0,
2374,"НДБАНК, АО",Active,2021,34.86%,-0.63%,"790,441,000","188,274,000","608,910,000","365,047,000","6,388,000",,-0.12%,20.83%,0,
2388,"АЛТАЙБИЗНЕС-БАНК (АО), АКБ",Inactive,2016,41.08%,-1.24%,"546,347,000","435,000","452,757,000","329,479,000","-19,591,000",66.56%,-0.54%,4.99%,0,
2388,"АЛТАЙБИЗНЕС-БАНК (АО), АКБ",Inactive,2017,48.00%,-19.65%,"319,255,000","435,000","161,190,000","192,470,000","-135,499,000",35.76%,-7.18%,13.28%,0,
2390,"ИТУРУП (ООО), БАНК",Active,2016,75.56%,2.60%,"550,385,000",0,"435,789,000","1,234,452,000","61,034,000",2.86%,0.45%,55.62%,0,
2390,"ИТУРУП (ООО), БАНК",Active,2017,84.33%,3.18%,"516,676,000",0,"390,149,000","1,303,777,000","67,251,000",1.87%,0.63%,34.14%,0,
2390,"ИТУРУП (ООО), БАНК",Active,2018,130.16%,7.58%,"104,911,000",0,"567,971,000","1,413,112,000","154,155,000",1.20%,2.38%,40.01%,0,
2390,"ИТУРУП (ООО), БАНК",Active,2019,33.93%,-2.45%,"2,483,595,000",0,"5,414,758,000","1,320,325,000","-27,786,000",40.72%,-0.66%,2.22%,0,
2390,"ИТУРУП (ООО), БАНК",Active,2020,33.83%,0.29%,"4,405,638,000",0,"4,399,011,000","1,790,463,000","24,007,000",46.26%,0.04%,1.65%,0,
2390,"ИТУРУП (ООО), БАНК",Active,2021,25.38%,-2.28%,"3,464,752,000",0,"3,633,526,000","1,723,308,000","10,832,000",72.20%,-0.32%,0.01%,0,
2398,"СЕВЕРНЫЙ КРЕДИТ, АО КБ",In bankruptcy,2016,12.69%,-2.77%,"4,692,164,000","560,802,000","5,529,876,000","1,054,230,000","5,563,000",72.93%,-0.33%,3.01%,0,
2402,"ЕВРОФИНАНС МОСНАРБАНК, АО АКБ",Active,2016,27.37%,2.23%,"14,465,461,000","19,977,067,000","7,569,695,000","12,969,927,000","620,024,000",3.11%,0.68%,9.58%,0,
2402,"ЕВРОФИНАНС МОСНАРБАНК, АО АКБ",Active,2017,25.12%,1.25%,"10,644,821,000","15,878,631,000","7,980,531,000","10,599,907,000","-2,694,555,000",12.10%,0.36%,2.62%,0,
2402,"ЕВРОФИНАНС МОСНАРБАНК, АО АКБ",Active,2018,21.30%,1.09%,"31,832,362,000","27,476,931,000","9,160,874,000","10,614,483,000","678,424,000",3.11%,0.20%,1.17%,0,
2403,"ГПБ-ИПОТЕКА (АО), БАНК",Inactive,2016,132.26%,9.26%,"5,146,671,000","12,772,000","551,566,000","4,420,011,000","1,160,564,000",0.06%,4.68%,,0,
2404,"АПАБАНК (АО), АКБ",In bankruptcy,2016,24.72%,3.83%,"2,038,701,000","164,067,000","131,437,000","666,858,000","65,883,000",3.67%,0.88%,13.44%,0,
2404,"АПАБАНК (АО), АКБ",In bankruptcy,2017,29.72%,2.09%,"1,463,076,000","88,917,000","147,366,000","619,003,000","20,778,000",0.06%,0.62%,21.40%,0,
2404,"АПАБАНК (АО), АКБ",In bankruptcy,2018,34.46%,-2.90%,"1,314,063,000","26,200,000","117,337,000","590,529,000","1,016,000",0.00%,-1.05%,22.35%,0,
2404,"АПАБАНК (АО), АКБ",In bankruptcy,2019,39.97%,1.44%,"966,264,000","36,843,000","152,200,000","532,464,000","-35,294,000",,0.58%,18.48%,0,
2407,"МВС БАНК, ООО КБ",Active,2016,89.48%,1.81%,"292,004,000",0,"67,859,000","340,322,000","15,063,000",55.52%,1.19%,4.44%,0,
2407,"МВС БАНК, ООО КБ",Active,2017,87.36%,3.73%,"333,076,000",0,"94,666,000","386,599,000","22,477,000",65.39%,2.50%,3.89%,0,
2407,"МВС БАНК, ООО КБ",Active,2018,82.80%,3.35%,"246,299,000",0,"50,790,000","352,890,000","15,382,000",,2.24%,5.80%,0,
2407,"МВС БАНК, ООО КБ",Active,2019,86.63%,2.88%,"262,459,000",0,"53,511,000","367,023,000","18,659,000",,1.98%,5.62%,0,
2407,"МВС БАНК, ООО КБ",Active,2020,95.89%,1.22%,"215,446,000",0,"47,795,000","372,356,000","5,118,000",,0.84%,5.17%,0,
2407,"МВС БАНК, ООО КБ",Active,2021,86.17%,0.00%,"215,252,000",0,"35,445,000","367,305,000","4,672,000",,0.00%,4.00%,0,
2410,"ПФС-БАНК, ПАО КБ",In bankruptcy,2016,14.26%,0.23%,"910,459,000","1,201,200,000","1,400,906,000","341,468,000","-78,046,000",86.46%,0.03%,0.66%,0,
2410,"ПФС-БАНК, ПАО КБ",In bankruptcy,2017,16.78%,-3.53%,"574,649,000","1,231,322,000","1,255,106,000","305,568,000","-54,425,000",85.77%,-0.45%,0.71%,0,
2410,"ПФС-БАНК, ПАО КБ",In bankruptcy,2018,19.01%,-12.72%,"771,744,000","346,432,000","1,102,096,000","291,570,000","-68,192,000",0.00%,-1.97%,0.63%,0,
2410,"ПФС-БАНК, ПАО КБ",In bankruptcy,2019,17.19%,-4.11%,"1,278,100,000","109,612,000","1,338,212,000","322,951,000","-49,038,000",,-0.77%,0.21%,0,
2433,"ПРОМИНВЕСТБАНК (ПАО), АКБ",It's being liquidated,2016,18.26%,2.84%,"5,304,832,000","8,179,000","444,141,000","1,315,805,000","32,561,000",1.60%,0.57%,12.26%,0,
2433,"ПРОМИНВЕСТБАНК (ПАО), АКБ",It's being liquidated,2017,25.83%,4.09%,"6,422,608,000","5,414,000","89,797,000","1,369,247,000","53,791,000",5.00%,0.80%,7.62%,0,
2433,"ПРОМИНВЕСТБАНК (ПАО), АКБ",It's being liquidated,2018,28.03%,3.41%,"5,834,042,000","3,928,000","118,444,000","1,396,913,000","31,694,000",11.29%,0.73%,9.84%,0,
2433,"ПРОМИНВЕСТБАНК (ПАО), АКБ",It's being liquidated,2019,27.88%,6.42%,"5,036,449,000","5,547,000","82,271,000","1,226,718,000","-145,988,000",1.37%,1.37%,11.30%,0,
2438,БАНК ГЛОБУС (АО),Active,2016,21.66%,-7.67%,"496,990,000","1,080,287,000","743,044,000","590,051,000","-20,183,000",17.17%,-1.70%,11.95%,0,
2438,БАНК ГЛОБУС (АО),Active,2017,17.28%,-9.29%,"515,026,000","1,194,910,000","1,199,298,000","549,725,000","-51,315,000",39.37%,-2.46%,13.65%,0,
2438,БАНК ГЛОБУС (АО),Active,2018,24.00%,-3.01%,"769,859,000","957,048,000","1,506,533,000","623,170,000","-37,447,000",0.00%,-0.79%,11.57%,0,
2438,БАНК ГЛОБУС (АО),Active,2019,26.55%,1.89%,"725,134,000","823,752,000","1,555,942,000","601,230,000","30,440,000",,0.51%,8.99%,0,
2438,БАНК ГЛОБУС (АО),Active,2020,23.86%,-2.83%,"1,045,816,000","715,979,000","1,586,964,000","616,728,000","11,609,000",,-0.63%,3.69%,0,
2438,БАНК ГЛОБУС (АО),Active,2021,27.63%,2.76%,"1,228,484,000","242,910,000","2,045,427,000","602,253,000","33,079,000",,0.60%,1.80%,0,
2440,"МЕТАЛЛИНВЕСТБАНК, ПАО АКБ",Active,2016,13.08%,5.48%,"39,144,031,000","19,009,380,000","37,998,858,000","9,732,057,000","1,218,849,000",32.15%,0.76%,5.50%,1,
2440,"МЕТАЛЛИНВЕСТБАНК, ПАО АКБ",Active,2017,12.75%,9.43%,"47,765,877,000","16,461,808,000","43,534,403,000","10,541,071,000","1,575,497,000",40.35%,1.40%,4.08%,1,
2440,"МЕТАЛЛИНВЕСТБАНК, ПАО АКБ",Active,2018,13.23%,6.99%,"52,227,713,000","31,316,217,000","61,195,161,000","12,901,972,000","1,273,187,000",35.89%,0.87%,3.97%,1,
2440,"МЕТАЛЛИНВЕСТБАНК, ПАО АКБ",Active,2019,13.02%,7.37%,"53,722,581,000","35,552,542,000","62,786,562,000","14,745,222,000","1,795,230,000",35.56%,1.07%,4.92%,1,
2440,"МЕТАЛЛИНВЕСТБАНК, ПАО АКБ",Active,2020,14.08%,7.72%,"77,350,277,000","33,669,670,000","74,631,050,000","15,853,306,000","2,582,467,000",43.25%,1.09%,6.06%,1,
2440,"МЕТАЛЛИНВЕСТБАНК, ПАО АКБ",Active,2021,15.15%,6.57%,"91,821,281,000","38,554,724,000","98,888,247,000","21,101,258,000","2,323,847,000",41.03%,0.80%,5.29%,1,
2443,"МЕТКОМБАНК, ПАО",Active,2016,38.08%,5.08%,"41,030,633,000","24,432,116,000","23,183,695,000","20,906,582,000","1,300,321,000",19.84%,1.20%,6.32%,0,
2443,"МЕТКОМБАНК, ПАО",Active,2017,28.56%,8.81%,"38,158,597,000","21,350,055,000","21,936,014,000","20,350,441,000","2,403,923,000",17.31%,2.71%,8.13%,0,
2443,"МЕТКОМБАНК, ПАО",Active,2018,21.28%,4.55%,"32,038,020,000","24,699,506,000","19,126,680,000","18,461,432,000","1,913,057,000",25.83%,1.31%,5.01%,0,
2443,"МЕТКОМБАНК, ПАО",Active,2019,23.82%,3.96%,"32,555,675,000","31,505,430,000","23,962,383,000","18,892,606,000","1,721,590,000",37.37%,0.99%,2.62%,0,
2443,"МЕТКОМБАНК, ПАО",Active,2020,25.17%,4.58%,"42,232,205,000","21,161,774,000","19,112,136,000","19,252,065,000","1,626,514,000",44.80%,1.19%,2.90%,0,
2443,"МЕТКОМБАНК, ПАО",Active,2021,23.61%,4.27%,"29,286,095,000","42,739,154,000","23,023,711,000","18,747,990,000","1,192,966,000",32.92%,0.99%,2.13%,0,
2468,"МОСУРАЛБАНК (АО), АКБ",In bankruptcy,2016,19.47%,0.28%,"5,587,814,000","402,974,000","5,268,559,000","1,259,989,000","42,119,000",55.16%,0.05%,0.36%,0,
2468,"МОСУРАЛБАНК (АО), АКБ",In bankruptcy,2017,19.02%,-2.96%,"4,902,189,000","23,928,000","4,105,133,000","1,235,977,000","-21,856,000",62.06%,-0.49%,2.74%,0,
2484,"ОНЕГО, АО БАНК",Inactive,2016,40.97%,-5.60%,"788,147,000",0,"351,194,000","308,248,000","-37,098,000",71.61%,-1.68%,9.27%,0,
2484,"ОНЕГО, АО БАНК",Inactive,2017,56.19%,2.64%,"282,898,000",0,"166,336,000","310,800,000","12,283,000",20.44%,0.96%,30.01%,0,
2484,"ОНЕГО, АО БАНК",Inactive,2018,60.69%,2.02%,"153,509,000",0,"61,043,000","319,233,000","9,525,000",,0.96%,32.61%,0,
2484,"ОНЕГО, АО БАНК",Inactive,2019,37.89%,8.70%,"48,657,000","198,240,000","55,502,000","386,093,000","72,113,000",,4.72%,2.71%,0,
2490,"ГЕНБАНК, АО",Active,2016,14.59%,16.34%,"21,605,360,000","1,692,595,000","19,328,709,000","2,965,289,000","762,857,000",20.32%,1.49%,4.87%,0,
2490,"ГЕНБАНК, АО",Active,2017,0.00%,-279.25%,"13,819,757,000","4,821,020,000","19,715,601,000","-7,107,938,000","-4,549,636,000",0.00%,-3.28%,27.69%,0,
2490,"ГЕНБАНК, АО",Active,2018,0.00%,-4.73%,"23,409,519,000","16,279,477,000","40,800,947,000","-6,472,766,000","392,543,000",0.00%,0.66%,48.38%,0,
2490,"ГЕНБАНК, АО",Active,2019,0.00%,-6.52%,"17,584,834,000","25,210,987,000","41,926,798,000","-6,358,488,000","884,773,000",0.00%,0.81%,52.31%,0,
2490,"ГЕНБАНК, АО",Active,2020,0.00%,-12.69%,"16,110,845,000","30,925,007,000","40,971,914,000","-4,856,540,000","905,170,000",0.00%,1.31%,46.40%,0,
2490,"ГЕНБАНК, АО",Active,2021,0.00%,-37.98%,"21,136,152,000","31,754,775,000","42,261,370,000","-1,403,842,000","2,869,359,000",0.00%,2.09%,30.12%,0,
2491,"АЛЖАН, ООО КБ",Inactive,2016,105.06%,-1.18%,"231,924,000",0,"38,900,000","372,267,000","-18,671,000",2.14%,-0.84%,3.14%,0,
2491,"АЛЖАН, ООО КБ",Inactive,2017,68.71%,0.32%,"392,854,000",0,"77,018,000","345,574,000","-18,335,000",8.53%,0.22%,6.90%,0,
2494,"БАНК КРЕДИТ СВИСС (МОСКВА), АО",Active,2016,116.80%,2.69%,"7,009,254,000","2,724,037,000","30,600,000","14,237,461,000","400,810,000",0.20%,1.82%,0.03%,1,
2494,"БАНК КРЕДИТ СВИСС (МОСКВА), АО",Active,2017,102.10%,0.91%,"4,114,292,000","7,195,213,000","1,728,256,000","14,104,200,000","397,976,000",0.24%,0.48%,0.14%,1,
2494,"БАНК КРЕДИТ СВИСС (МОСКВА), АО",Active,2018,116.18%,4.33%,"1,193,123,000","12,958,233,000","232,000","15,103,217,000","1,338,415,000",0.30%,1.41%,0.14%,1,
2494,"БАНК КРЕДИТ СВИСС (МОСКВА), АО",Active,2019,111.18%,3.56%,"11,800,754,000","2,605,378,000","193,000","14,820,094,000","1,079,152,000",0.30%,0.96%,0.14%,1,
2494,"БАНК КРЕДИТ СВИСС (МОСКВА), АО",Active,2020,140.46%,2.69%,"8,191,195,000","1,714,994,000","173,000","14,433,056,000","594,706,000",0.32%,0.79%,0.14%,1,
2494,"БАНК КРЕДИТ СВИСС (МОСКВА), АО",Active,2021,120.98%,1.91%,"19,166,652,000","1,000,790,000","161,000","15,085,649,000","1,258,506,000",0.31%,0.69%,0.14%,1,
2495,ИНГ БАНК (ЕВРАЗИЯ) АО,Active,2016,25.34%,12.89%,"110,391,050,000","17,122,688,000","59,905,028,000","44,801,117,000","7,105,484,000",36.22%,1.95%,0.00%,1,
2495,ИНГ БАНК (ЕВРАЗИЯ) АО,Active,2017,23.92%,5.25%,"104,206,674,000","25,965,381,000","46,750,481,000","42,942,335,000","3,510,175,000",12.46%,1.08%,0.00%,1,
2495,ИНГ БАНК (ЕВРАЗИЯ) АО,Active,2018,35.16%,4.61%,"82,168,089,000","15,215,026,000","43,859,022,000","43,837,945,000","2,755,997,000",5.37%,0.85%,0.00%,1,
2495,ИНГ БАНК (ЕВРАЗИЯ) АО,Active,2019,38.57%,10.29%,"97,890,287,000","51,180,597,000","64,897,781,000","45,012,683,000","8,325,765,000",4.25%,1.82%,0.00%,1,
2495,ИНГ БАНК (ЕВРАЗИЯ) АО,Active,2020,23.65%,0.74%,"58,027,688,000","35,287,168,000","30,103,052,000","27,871,593,000","241,301,000",11.32%,0.12%,0.03%,1,
2495,ИНГ БАНК (ЕВРАЗИЯ) АО,Active,2021,18.47%,0.10%,"68,376,334,000","15,628,572,000","31,576,005,000","18,254,618,000","302,790,000",17.71%,0.02%,0.06%,1,
2499,"КРОНА-БАНК, ООО",Active,2016,28.35%,-0.14%,"1,209,455,000",0,"765,924,000","466,026,000","40,196,000",50.22%,-0.03%,3.85%,0,
2499,"КРОНА-БАНК, ООО",Active,2017,32.31%,6.94%,"1,054,058,000",0,"743,798,000","495,470,000","58,972,000",61.25%,1.75%,5.61%,0,
2499,"КРОНА-БАНК, ООО",Active,2018,35.54%,7.29%,"1,063,410,000",0,"744,539,000","546,180,000","58,508,000",,2.12%,0.07%,0,
2499,"КРОНА-БАНК, ООО",Active,2019,41.51%,10.27%,"920,157,000",0,"709,625,000","586,573,000","47,749,000",,3.38%,2.20%,0,
2499,"КРОНА-БАНК, ООО",Active,2020,38.88%,2.49%,"1,013,343,000",0,"707,108,000","564,412,000","32,783,000",,0.87%,1.67%,0,
2499,"КРОНА-БАНК, ООО",Active,2021,43.15%,1.37%,"831,885,000",0,"619,663,000","536,939,000","16,630,000",,0.45%,2.41%,0,
2506,"БАНК РАУНД, ООО",Active,2016,12.81%,-2.39%,"1,880,639,000","3,016,334,000","3,232,421,000","843,911,000","-3,567,000",69.29%,-0.30%,7.46%,0,
2506,"БАНК РАУНД, ООО",Active,2017,16.59%,4.49%,"2,606,185,000","3,467,749,000","4,416,435,000","1,272,630,000","111,022,000",64.21%,0.69%,5.54%,0,
2506,"БАНК РАУНД, ООО",Active,2018,15.96%,-1.22%,"2,252,938,000","4,182,545,000","6,958,762,000","1,243,524,000","33,508,000",51.92%,-0.15%,6.54%,0,
2506,"БАНК РАУНД, ООО",Active,2019,16.42%,2.61%,"2,339,583,000","4,291,013,000","7,176,461,000","1,262,052,000","99,080,000",38.86%,0.31%,7.79%,0,
2506,"БАНК РАУНД, ООО",Active,2020,17.10%,-0.70%,"2,495,243,000","4,798,677,000","7,816,960,000","1,422,716,000","-29,081,000",39.65%,-0.06%,9.55%,0,
2506,"БАНК РАУНД, ООО",Active,2021,16.18%,-0.47%,"2,476,775,000","4,339,148,000","7,535,991,000","1,372,548,000","1,387,000",50.33%,-0.05%,6.22%,0,
2507,"ТОЛЬЯТТИХИМБАНК, АО",Active,2016,28.22%,6.46%,"12,456,821,000","2,880,658,000","3,296,882,000","3,387,154,000","528,118,000",31.07%,0.84%,2.55%,0,
2507,"ТОЛЬЯТТИХИМБАНК, АО",Active,2017,34.14%,5.65%,"10,199,729,000","2,226,714,000","1,938,995,000","3,504,601,000","440,529,000",20.58%,0.99%,0.93%,0,
2507,"ТОЛЬЯТТИХИМБАНК, АО",Active,2018,28.69%,5.98%,"17,212,148,000","4,966,349,000","2,448,247,000","3,725,242,000","607,165,000",30.89%,1.05%,0.99%,0,
2507,"ТОЛЬЯТТИХИМБАНК, АО",Active,2019,29.95%,15.85%,"15,279,229,000","2,856,963,000","1,765,637,000","4,413,234,000","1,078,512,000",37.47%,2.90%,1.05%,0,
2507,"ТОЛЬЯТТИХИМБАНК, АО",Active,2020,39.83%,14.23%,"13,804,390,000","3,599,472,000","1,989,604,000","5,256,453,000","1,438,469,000",12.37%,3.20%,11.96%,0,
2507,"ТОЛЬЯТТИХИМБАНК, АО",Active,2021,76.38%,38.96%,"14,350,583,000","3,532,860,000","1,953,918,000","9,082,813,000","4,826,408,000",4.89%,13.36%,31.96%,0,
2518,"КУБАНЬ КРЕДИТ ООО, КБ",Active,2016,12.51%,5.70%,"53,397,139,000","10,623,739,000","57,188,013,000","8,613,318,000","796,725,000",103.19%,0.66%,2.80%,0,
2518,"КУБАНЬ КРЕДИТ ООО, КБ",Active,2017,12.96%,5.48%,"55,907,194,000","15,977,175,000","65,123,123,000","10,243,061,000","1,657,805,000",94.27%,0.61%,1.50%,0,
2518,"КУБАНЬ КРЕДИТ ООО, КБ",Active,2018,12.54%,6.71%,"63,363,631,000","20,854,271,000","71,741,845,000","11,203,408,000","1,482,851,000",91.07%,0.76%,1.33%,0,
2518,"КУБАНЬ КРЕДИТ ООО, КБ",Active,2019,11.82%,8.40%,"69,554,470,000","29,700,379,000","82,132,271,000","12,699,853,000","2,209,269,000",57.86%,0.95%,2.87%,0,
2518,"КУБАНЬ КРЕДИТ ООО, КБ",Active,2020,14.36%,7.62%,"77,339,981,000","27,650,080,000","84,800,883,000","14,312,185,000","3,786,420,000",43.33%,0.88%,1.90%,0,
2518,"КУБАНЬ КРЕДИТ ООО, КБ",Active,2021,14.14%,6.05%,"87,431,103,000","30,225,994,000","89,061,476,000","15,669,452,000","1,790,109,000",49.08%,0.72%,1.19%,0,
2519,"УРАЛКАПИТАЛБАНК, ООО",In bankruptcy,2016,14.66%,-5.60%,"5,350,648,000",0,"5,112,900,000","978,189,000","-12,472,000",26.61%,-0.68%,3.74%,0,
2519,"УРАЛКАПИТАЛБАНК, ООО",In bankruptcy,2017,13.58%,4.20%,"6,634,783,000",0,"6,088,179,000","1,045,368,000","126,766,000",37.39%,0.57%,3.32%,0,
2524,"МКБ (АО), КБ",It's being liquidated,2016,29.07%,-0.18%,"2,615,973,000","25,998,000","1,548,576,000","1,093,081,000","36,763,000",15.32%,-0.05%,10.33%,0,
2524,"МКБ (АО), КБ",It's being liquidated,2017,34.61%,4.37%,"1,927,962,000","24,978,000","1,467,502,000","1,083,018,000","19,902,000",24.33%,1.30%,10.81%,0,
2524,"МКБ (АО), КБ",It's being liquidated,2018,27.30%,-11.26%,"1,969,384,000","21,238,000","1,297,149,000","808,408,000","-262,822,000",54.38%,-3.14%,8.75%,0,
2524,"МКБ (АО), КБ",It's being liquidated,2019,28.95%,-16.46%,"1,333,607,000","21,237,000","1,058,868,000","655,728,000","-145,313,000",,-3.53%,12.32%,0,
2529,"АКТИВ БАНК, АО",In bankruptcy,2016,27.93%,6.74%,"2,616,235,000","177,959,000","5,523,834,000","1,011,899,000","73,431,000",24.78%,0.95%,5.78%,0,
2529,"АКТИВ БАНК, АО",In bankruptcy,2017,33.46%,8.35%,"2,120,676,000","219,431,000","5,332,913,000","1,079,339,000","54,312,000",24.79%,1.26%,9.26%,0,
2529,"АКТИВ БАНК, АО",In bankruptcy,2018,31.77%,2.79%,"2,616,754,000","187,072,000","5,368,892,000","1,172,004,000","87,138,000",50.91%,0.40%,7.37%,0,
2529,"АКТИВ БАНК, АО",In bankruptcy,2019,18.79%,-2.52%,"5,043,783,000","235,962,000","8,405,086,000","1,144,894,000","-159,130,000",80.58%,-0.31%,9.22%,0,
2529,"АКТИВ БАНК, АО",In bankruptcy,2020,18.18%,0.62%,"4,955,530,000","356,639,000","7,815,000,000","1,062,350,000","29,749,000",45.32%,0.06%,11.37%,0,
2530,ЭКСИ-БАНК (АО),Active,2016,31.65%,3.24%,"2,291,546,000",0,"797,317,000","1,480,648,000","76,861,000",15.92%,0.93%,10.00%,0,
2530,ЭКСИ-БАНК (АО),Active,2017,33.94%,1.62%,"2,213,402,000",0,"665,916,000","1,459,635,000","48,701,000",10.40%,0.54%,29.60%,0,
2530,ЭКСИ-БАНК (АО),Active,2018,32.29%,-2.58%,"1,450,754,000",0,"342,334,000","1,062,891,000","-350,009,000",28.66%,-0.88%,36.48%,0,
2530,ЭКСИ-БАНК (АО),Active,2019,38.71%,-0.49%,"1,180,224,000",0,"224,709,000","838,226,000","29,786,000",,-0.14%,44.55%,0,
2530,ЭКСИ-БАНК (АО),Active,2020,37.99%,0.72%,"1,138,979,000",0,"142,672,000","821,807,000","13,112,000",,0.20%,42.07%,0,
2530,ЭКСИ-БАНК (АО),Active,2021,48.85%,0.50%,"935,604,000",0,"98,506,000","823,237,000","15,092,000",,0.14%,57.85%,0,
2534,"ПОЙДЁМ!, АО КБ",Active,2016,11.74%,5.19%,"13,614,992,000",0,"8,977,217,000","2,310,422,000","509,666,000",77.54%,0.68%,22.13%,0,
2534,"ПОЙДЁМ!, АО КБ",Active,2017,13.20%,27.67%,"13,947,307,000",0,"9,612,833,000","2,630,584,000","1,635,154,000",81.45%,3.97%,21.75%,0,
2534,"ПОЙДЁМ!, АО КБ",Active,2018,13.27%,30.51%,"15,022,931,000",0,"11,024,666,000","3,208,066,000","1,749,248,000",74.70%,4.41%,17.62%,0,
2534,"ПОЙДЁМ!, АО КБ",Active,2019,11.71%,21.95%,"15,565,965,000",0,"11,752,339,000","3,485,293,000","1,385,410,000",84.25%,3.48%,18.66%,0,
2534,"ПОЙДЁМ!, АО КБ",Active,2020,12.92%,13.75%,"14,805,262,000",0,"9,818,966,000","3,755,940,000","1,024,882,000",80.02%,2.35%,24.95%,0,
2534,"ПОЙДЁМ!, АО КБ",Active,2021,12.78%,18.06%,"15,217,953,000",0,"9,100,225,000","4,183,179,000","1,425,168,000",50.86%,3.39%,24.10%,0,
2546,"НОВИКОМБАНК, АО АКБ",Active,2016,16.07%,-27.73%,"181,279,278,000","26,394,674,000","56,617,092,000","36,060,829,000","-19,684,468,000",30.06%,-4.11%,25.84%,0,
2546,"НОВИКОМБАНК, АО АКБ",Active,2017,12.78%,3.46%,"268,390,234,000","8,785,565,000","121,748,678,000","36,309,503,000","1,971,042,000",43.35%,0.50%,3.51%,0,
2546,"НОВИКОМБАНК, АО АКБ",Active,2018,10.56%,7.26%,"265,136,999,000","79,516,977,000","175,001,833,000","40,786,291,000","1,443,185,000",48.54%,0.89%,0.64%,0,
2546,"НОВИКОМБАНК, АО АКБ",Active,2019,11.29%,13.97%,"382,103,754,000","57,850,113,000","246,204,038,000","49,165,729,000","12,262,165,000",56.30%,1.38%,6.07%,0,
2546,"НОВИКОМБАНК, АО АКБ",Active,2020,11.55%,12.96%,"483,848,885,000","42,502,583,000","281,155,606,000","60,082,057,000","11,696,633,000",61.70%,1.36%,8.46%,0,
2546,"НОВИКОМБАНК, АО АКБ",Active,2021,12.39%,10.94%,"433,275,965,000","16,529,485,000","343,715,366,000","68,636,046,000","14,296,203,000",43.81%,1.19%,7.71%,0,
2551,"ПСКБ, АО БАНК",Active,2016,15.97%,10.12%,"3,197,516,000","3,480,288,000","8,435,814,000","2,669,712,000","507,066,000",3.55%,1.45%,3.45%,0,
2551,"ПСКБ, АО БАНК",Active,2017,20.47%,9.32%,"9,742,674,000","7,101,028,000","9,854,893,000","2,974,697,000","550,125,000",27.50%,1.32%,2.66%,0,
2551,"ПСКБ, АО БАНК",Active,2018,25.36%,8.63%,"9,926,855,000","2,427,094,000","12,479,918,000","3,182,888,000","557,901,000",11.47%,1.08%,1.88%,0,
2551,"ПСКБ, АО БАНК",Active,2019,21.34%,12.43%,"6,155,370,000","7,458,685,000","16,929,675,000","3,502,254,000","743,412,000",15.37%,1.50%,4.85%,0,
2551,"ПСКБ, АО БАНК",Active,2020,15.78%,6.57%,"8,392,998,000","13,556,445,000","17,077,029,000","3,234,725,000","449,480,000",5.88%,0.69%,5.03%,0,
2551,"ПСКБ, АО БАНК",Active,2021,15.29%,6.17%,"7,725,113,000","12,088,530,000","21,487,137,000","3,212,717,000","409,961,000",14.39%,0.56%,3.41%,0,
