Reg,Bank,Status,Year,Н1.0,ROE,Loans,Securities,Deposits,Equity,EBT,H4,ROA,Overdue_debt_ratio,Hedge_indicator,
3287,"ВБРР (АО), БАНК",Active,2017,27.25%,3.51%,"335,178,869,000","80,908,582,000","287,738,913,000","123,616,031,000","8,300,957,000",56.87%,1.17%,0.49%,1,
3287,"ВБРР (АО), БАНК",Active,2018,18.13%,4.33%,"453,591,707,000","125,337,378,000","407,584,490,000","131,679,082,000","11,949,865,000",63.13%,0.92%,0.32%,1,
3287,"ВБРР (АО), БАНК",Active,2019,17.25%,4.87%,"465,129,345,000","129,749,209,000","401,117,032,000","134,534,820,000","12,171,586,000",59.12%,0.95%,0.31%,0,
3287,"ВБРР (АО), БАНК",Active,2020,19.32%,3.74%,"683,800,345,000","150,901,961,000","598,061,141,000","144,935,890,000","9,908,293,000",74.21%,0.62%,0.50%,0,
3287,"ВБРР (АО), БАНК",Active,2021,16.55%,5.15%,"917,588,501,000","138,692,980,000","703,697,096,000","149,643,002,000","13,383,103,000",80.45%,0.72%,0.51%,0,
3290,"ЭЙЧ-ЭС-БИ-СИ БАНК (РР), ООО",Active,2016,19.27%,12.02%,"42,835,642,000","4,775,090,000","21,829,305,000","12,952,192,000","1,662,116,000",4.08%,2.13%,0.00%,0,
3290,"ЭЙЧ-ЭС-БИ-СИ БАНК (РР), ООО",Active,2017,20.85%,8.48%,"49,009,193,000","9,422,883,000","29,762,966,000","13,022,466,000","1,157,318,000",2.74%,1.47%,0.00%,0,
3290,"ЭЙЧ-ЭС-БИ-СИ БАНК (РР), ООО",Active,2018,23.06%,6.39%,"43,582,144,000","6,936,125,000","30,251,810,000","12,990,076,000","1,923,530,000",8.42%,1.09%,0.00%,0,
3290,"ЭЙЧ-ЭС-БИ-СИ БАНК (РР), ООО",Active,2019,22.65%,7.91%,"46,011,443,000","6,296,483,000","36,386,405,000","11,527,619,000","1,783,628,000",3.57%,1.21%,0.01%,0,
3290,"ЭЙЧ-ЭС-БИ-СИ БАНК (РР), ООО",Active,2020,32.82%,6.97%,"32,225,416,000","2,866,358,000","28,493,952,000","10,924,980,000","1,162,873,000",2.04%,1.05%,0.10%,0,
3290,"ЭЙЧ-ЭС-БИ-СИ БАНК (РР), ООО",Active,2021,30.45%,3.64%,"41,341,877,000","3,813,273,000","39,535,087,000","10,942,213,000","1,170,421,000",11.71%,0.46%,0.12%,0,
3292,"РАЙФФАЙЗЕНБАНК, АО",Active,2016,16.30%,10.50%,"601,402,612,000","68,253,793,000","401,032,679,000","136,517,132,000","32,000,557,000",46.55%,1.58%,4.06%,1,
3292,"РАЙФФАЙЗЕНБАНК, АО",Active,2017,13.27%,12.01%,"678,061,953,000","74,907,142,000","455,128,808,000","129,138,536,000","29,737,031,000",45.86%,1.94%,3.62%,1,
3292,"РАЙФФАЙЗЕНБАНК, АО",Active,2018,13.03%,11.66%,"832,775,239,000","160,843,966,000","642,525,556,000","156,394,284,000","33,335,974,000",48.55%,1.63%,2.48%,1,
3292,"РАЙФФАЙЗЕНБАНК, АО",Active,2019,13.72%,16.56%,"991,940,367,000","165,225,780,000","712,282,745,000","184,855,082,000","48,127,897,000",45.95%,2.25%,1.95%,1,
3292,"РАЙФФАЙЗЕНБАНК, АО",Active,2020,16.07%,9.56%,"1,072,996,213,000","193,137,270,000","796,457,475,000","189,236,208,000","42,829,568,000",42.21%,1.38%,2.09%,1,
3292,"РАЙФФАЙЗЕНБАНК, АО",Active,2021,13.64%,12.18%,"1,190,744,689,000","162,035,294,000","884,994,584,000","184,744,880,000","48,873,450,000",44.11%,1.48%,1.80%,1,
3293,РУСЬУНИВЕРСАЛБАНК (ООО),Active,2016,113.83%,9.91%,"2,860,433,000","1,298,578,000","735,773,000","5,867,886,000","623,182,000",5.96%,4.81%,0.00%,0,
3293,РУСЬУНИВЕРСАЛБАНК (ООО),Active,2017,132.05%,8.52%,"2,224,651,000","1,176,643,000","550,788,000","6,707,135,000","906,700,000",5.45%,4.63%,0.00%,0,
3293,РУСЬУНИВЕРСАЛБАНК (ООО),Active,2018,144.79%,3.78%,"2,311,772,000","1,159,343,000","672,778,000","6,630,389,000","372,653,000",3.17%,2.47%,16.71%,0,
3293,РУСЬУНИВЕРСАЛБАНК (ООО),Active,2019,172.25%,4.46%,"1,822,450,000","3,126,818,000","546,473,000","7,000,501,000","502,072,000",3.21%,2.88%,21.08%,0,
3293,РУСЬУНИВЕРСАЛБАНК (ООО),Active,2020,196.44%,2.11%,"1,632,713,000","1,064,013,000","728,243,000","7,249,602,000","378,820,000",15.73%,1.33%,27.54%,0,
3293,РУСЬУНИВЕРСАЛБАНК (ООО),Active,2021,172.39%,1.75%,"2,455,523,000","1,325,631,000","551,032,000","7,349,431,000","289,924,000",5.62%,1.09%,22.12%,0,
3295,"ФПК, ООО КБ",Inactive,2016,34.03%,6.64%,"3,082,661,000","219,244,000","1,128,010,000","1,114,130,000","135,414,000",20.11%,1.65%,6.48%,0,
3295,"ФПК, ООО КБ",Inactive,2017,41.37%,3.30%,"3,346,820,000","64,560,000","1,764,716,000","1,188,875,000","121,858,000",0.47%,0.79%,3.14%,0,
3296,"ПРОБАНК, АО",Active,2016,39.71%,-19.28%,"783,095,000","4,182,000","647,964,000","605,137,000","-85,432,000",5.95%,-4.36%,26.96%,0,
3296,"ПРОБАНК, АО",Active,2017,31.24%,0.59%,"809,513,000","108,056,000","1,251,815,000","625,189,000","14,855,000",23.99%,0.20%,1.21%,0,
3296,"ПРОБАНК, АО",Active,2018,49.34%,-0.20%,"1,426,285,000","217,516,000","1,204,587,000","1,175,016,000","-33,156,000",30.07%,-0.08%,3.53%,0,
3296,"ПРОБАНК, АО",Active,2019,57.35%,9.66%,"1,369,491,000","96,702,000","1,535,422,000","1,238,372,000","215,888,000",31.68%,4.53%,6.46%,0,
3296,"ПРОБАНК, АО",Active,2020,60.14%,3.72%,"1,534,940,000","120,349,000","1,278,145,000","1,326,963,000","27,777,000",31.66%,1.58%,4.81%,0,
3296,"ПРОБАНК, АО",Active,2021,60.31%,-0.80%,"1,630,306,000","105,570,000","1,403,452,000","1,409,188,000","1,743,000",40.51%,-0.34%,4.53%,0,
3298,"КЛАССИК ЭКОНОМ БАНК, АО",Active,2016,51.21%,2.16%,"705,401,000",0,"256,189,000","376,071,000","26,629,000",37.18%,0.80%,9.49%,0,
3298,"КЛАССИК ЭКОНОМ БАНК, АО",Active,2017,54.59%,4.79%,"685,333,000",0,"268,535,000","406,489,000","34,609,000",61.54%,1.86%,8.45%,0,
3298,"КЛАССИК ЭКОНОМ БАНК, АО",Active,2018,46.61%,6.75%,"720,875,000",0,"319,460,000","419,597,000","18,343,000",,2.72%,5.89%,0,
3298,"КЛАССИК ЭКОНОМ БАНК, АО",Active,2019,44.33%,41.46%,"766,107,000",0,"294,690,000","436,029,000","224,679,000",,17.54%,5.50%,0,
3298,"КЛАССИК ЭКОНОМ БАНК, АО",Active,2020,46.42%,-9.09%,"778,358,000",0,"275,443,000","443,902,000","-25,118,000",,-3.57%,4.93%,0,
3298,"КЛАССИК ЭКОНОМ БАНК, АО",Active,2021,62.26%,0.80%,"600,986,000",0,"235,981,000","448,415,000","-55,570,000",,0.30%,5.91%,0,
3300,"КОШЕЛЕВ-БАНК, АО",Active,2016,14.72%,3.03%,"9,751,977,000","4,684,017,000","14,016,383,000","1,703,090,000","58,437,000",108.61%,0.37%,3.13%,0,
3300,"КОШЕЛЕВ-БАНК, АО",Active,2017,13.11%,-0.48%,"15,445,122,000","3,462,935,000","18,311,565,000","1,681,524,000","27,000,000",64.20%,-0.04%,2.24%,0,
3300,"КОШЕЛЕВ-БАНК, АО",Active,2018,12.59%,1.48%,"11,427,097,000","1,710,725,000","15,015,004,000","1,734,048,000","150,909,000",64.86%,0.12%,2.87%,0,
3300,"КОШЕЛЕВ-БАНК, АО",Active,2019,14.92%,10.21%,"13,843,508,000","4,006,545,000","15,616,599,000","1,947,294,000","281,967,000",61.96%,1.00%,5.21%,0,
3300,"КОШЕЛЕВ-БАНК, АО",Active,2020,13.93%,6.49%,"11,219,003,000","5,217,403,000","15,619,033,000","2,014,383,000","231,795,000",67.93%,0.64%,5.01%,0,
3300,"КОШЕЛЕВ-БАНК, АО",Active,2021,12.79%,2.40%,"12,051,855,000","5,031,042,000","13,399,513,000","2,017,338,000","213,226,000",72.01%,0.25%,2.49%,1,
3303,АЗИЯ-ИНВЕСТ БАНК (АО),Active,2016,42.65%,8.11%,"5,472,360,000","13,864,000","612,841,000","1,147,348,000","398,462,000",59.75%,1.12%,6.46%,0,
3303,АЗИЯ-ИНВЕСТ БАНК (АО),Active,2017,46.77%,22.74%,"4,051,588,000","13,866,000","590,041,000","1,318,498,000","359,614,000",35.69%,4.01%,13.30%,0,
3303,АЗИЯ-ИНВЕСТ БАНК (АО),Active,2018,38.38%,5.62%,"4,379,616,000","13,869,000","486,319,000","1,318,271,000","98,648,000",25.19%,0.84%,14.67%,0,
3303,АЗИЯ-ИНВЕСТ БАНК (АО),Active,2019,35.00%,2.17%,"4,838,533,000","9,947,000","6,000","1,153,163,000","58,342,000",28.84%,0.46%,31.39%,0,
3303,АЗИЯ-ИНВЕСТ БАНК (АО),Active,2020,38.03%,0.19%,"2,843,124,000","6,026,000","13,650,000","1,492,303,000","-88,854,000",34.78%,0.04%,38.68%,0,
3303,АЗИЯ-ИНВЕСТ БАНК (АО),Active,2021,48.38%,3.12%,"3,267,072,000",0,0,"2,233,253,000","179,091,000",66.60%,0.71%,34.96%,0,
3307,"ДАНСКЕ БАНК, АО",Inactive,2016,62.55%,10.40%,"21,316,865,000",0,"6,083,278,000","4,492,995,000","656,738,000",50.53%,1.56%,0.00%,1,
3307,"ДАНСКЕ БАНК, АО",Inactive,2017,65.86%,6.39%,"15,472,486,000",0,"9,019,718,000","4,977,963,000","626,139,000",39.86%,1.24%,0.00%,1,
3307,"ДАНСКЕ БАНК, АО",Inactive,2018,79.05%,6.00%,"14,406,146,000",0,"7,361,401,000","5,026,861,000","621,828,000",20.48%,0.69%,0.00%,1,
3311,"КРЕДИТ ЕВРОПА БАНК (РОССИЯ), АО",Active,2016,12.52%,1.91%,"98,705,230,000","4,341,126,000","53,559,786,000","20,897,324,000","867,309,000",77.70%,0.28%,13.36%,0,
3311,"КРЕДИТ ЕВРОПА БАНК (РОССИЯ), АО",Active,2017,14.41%,3.71%,"106,053,236,000","699,897,000","71,428,600,000","20,780,564,000","1,715,166,000",88.08%,0.61%,14.27%,0,
3311,"КРЕДИТ ЕВРОПА БАНК (РОССИЯ), АО",Active,2018,10.81%,-0.41%,"130,173,913,000","1,651,688,000","96,468,894,000","20,541,624,000","943,227,000",95.56%,-0.06%,8.25%,0,
3311,"КРЕДИТ ЕВРОПА БАНК (РОССИЯ), АО",Active,2019,11.85%,8.45%,"107,588,371,000",0,"93,166,682,000","19,487,520,000","2,714,422,000",94.63%,1.03%,9.53%,0,
3311,"КРЕДИТ ЕВРОПА БАНК (РОССИЯ), АО",Active,2020,12.61%,-2.41%,"103,486,305,000",0,"80,204,608,000","19,430,253,000","-572,118,000",47.38%,-0.31%,8.27%,0,
3311,"КРЕДИТ ЕВРОПА БАНК (РОССИЯ), АО",Active,2021,11.75%,2.43%,"109,773,554,000",0,"88,843,431,000","18,654,338,000","1,279,058,000",61.60%,0.34%,3.85%,0,
3312,"ОРГБАНК (ООО), МБО",Inactive,2016,28.57%,1.93%,"386,426,000","1,639,533,000","1,438,138,000","533,889,000","-2,775,000",12.98%,0.32%,0.05%,0,
3312,"ОРГБАНК (ООО), МБО",Inactive,2017,25.78%,-2.94%,"267,577,000","1,606,725,000","1,810,806,000","514,163,000","-25,364,000",8.19%,-0.54%,60.43%,0,
3312,"ОРГБАНК (ООО), МБО",Inactive,2018,56.83%,1.77%,"218,465,000","2,594,716,000","2,438,122,000","1,178,826,000","35,879,000",7.20%,0.54%,16.54%,0,
3312,"ОРГБАНК (ООО), МБО",Inactive,2019,32.37%,4.10%,"636,890,000","1,931,288,000","1,742,442,000","876,464,000","24,200,000",6.09%,1.17%,29.32%,0,
3328,"ДОЙЧЕ БАНК, ООО",Active,2016,18.90%,6.73%,"16,204,701,000","4,960,846,000","11,067,964,000","15,035,791,000","2,489,674,000",0.00%,1.09%,0.00%,1,
3328,"ДОЙЧЕ БАНК, ООО",Active,2017,21.11%,8.68%,"25,289,346,000","5,024,313,000","20,574,392,000","15,130,183,000","2,633,845,000",0.00%,1.99%,0.00%,0,
3328,"ДОЙЧЕ БАНК, ООО",Active,2018,26.10%,4.48%,"18,428,987,000","4,925,375,000","19,820,073,000","15,949,166,000","1,302,147,000",0.00%,0.94%,0.00%,0,
3328,"ДОЙЧЕ БАНК, ООО",Active,2019,26.79%,7.23%,"54,255,041,000","3,045,421,000","61,860,270,000","16,463,558,000","1,914,377,000",0.12%,1.46%,0.01%,0,
3328,"ДОЙЧЕ БАНК, ООО",Active,2020,31.00%,3.89%,"41,165,947,000","3,016,259,000","37,497,676,000","17,454,884,000","1,130,177,000",0.15%,0.53%,0.16%,0,
3328,"ДОЙЧЕ БАНК, ООО",Active,2021,26.19%,3.68%,"71,011,957,000","3,038,909,000","44,383,343,000","16,725,222,000","1,369,004,000",0.12%,0.57%,0.03%,0,
3329,"СКИБ, ООО БАНК",Inactive,2016,11.54%,7.10%,"1,189,080,000","9,888,349,000","1,029,557,000","3,491,570,000","529,503,000",0.03%,1.91%,8.81%,0,
3329,"СКИБ, ООО БАНК",Inactive,2017,13.67%,21.30%,"1,289,214,000","9,385,202,000","23,388,000","4,443,704,000","1,283,661,000",0.03%,8.17%,25.22%,0,
3330,"ДЕНИЗБАНК МОСКВА, АО",Active,2016,24.06%,12.43%,"9,748,137,000","1,116,847,000","791,894,000","4,155,544,000","716,319,000",59.64%,2.88%,0.00%,0,
3330,"ДЕНИЗБАНК МОСКВА, АО",Active,2017,26.41%,4.66%,"9,537,362,000","2,430,117,000","1,102,425,000","4,557,346,000","424,281,000",59.05%,1.25%,0.00%,0,
3330,"ДЕНИЗБАНК МОСКВА, АО",Active,2018,28.39%,8.96%,"13,459,679,000","1,296,498,000","2,328,901,000","5,126,740,000","651,851,000",76.54%,2.26%,0.00%,0,
3330,"ДЕНИЗБАНК МОСКВА, АО",Active,2019,22.42%,26.00%,"13,093,877,000","3,486,704,000","1,662,751,000","5,641,424,000","1,948,441,000",45.89%,7.67%,4.21%,0,
3330,"ДЕНИЗБАНК МОСКВА, АО",Active,2020,20.30%,6.95%,"16,382,595,000","3,968,975,000","7,476,748,000","6,332,200,000","626,200,000",28.52%,1.96%,0.00%,0,
3330,"ДЕНИЗБАНК МОСКВА, АО",Active,2021,21.65%,7.12%,"14,576,169,000","6,120,834,000","1,549,775,000","6,900,846,000","971,731,000",73.25%,1.97%,0.00%,0,
3333,"КОММЕРЦБАНК (ЕВРАЗИЯ), АО",Active,2016,28.54%,7.09%,"17,098,685,000","3,577,427,000","6,142,241,000","11,981,632,000","1,211,762,000",24.26%,2.01%,5.44%,1,
3333,"КОММЕРЦБАНК (ЕВРАЗИЯ), АО",Active,2017,28.72%,8.37%,"16,064,012,000","6,629,855,000","5,980,856,000","12,207,845,000","1,854,093,000",22.82%,2.52%,4.42%,1,
3333,"КОММЕРЦБАНК (ЕВРАЗИЯ), АО",Active,2018,24.69%,6.41%,"32,490,685,000","9,948,756,000","11,812,903,000","11,689,879,000","1,978,266,000",32.60%,1.48%,0.79%,1,
3333,"КОММЕРЦБАНК (ЕВРАЗИЯ), АО",Active,2019,24.02%,9.74%,"21,317,953,000","10,202,003,000","18,678,345,000","10,626,581,000","1,485,115,000",47.95%,1.90%,0.18%,1,
3333,"КОММЕРЦБАНК (ЕВРАЗИЯ), АО",Active,2020,27.31%,6.35%,"24,931,535,000","10,128,830,000","29,617,077,000","11,388,389,000","1,065,581,000",33.61%,0.91%,0.23%,1,
3333,"КОММЕРЦБАНК (ЕВРАЗИЯ), АО",Active,2021,34.34%,6.07%,"17,759,103,000","10,106,869,000","15,919,121,000","12,814,068,000","1,318,268,000",31.76%,1.01%,0.37%,1,
3337,"МИДЗУХО БАНК (МОСКВА), АО",Active,2017,74.39%,8.43%,"36,542,745,000","150,520,000","15,020,489,000","15,855,619,000","1,249,571,000",50.57%,2.28%,0.00%,0,
3337,"МИДЗУХО БАНК (МОСКВА), АО",Active,2018,59.45%,2.96%,"51,694,280,000","1,008,174,000","32,564,536,000","16,814,424,000","1,128,976,000",56.28%,0.68%,0.00%,0,
3337,"МИДЗУХО БАНК (МОСКВА), АО",Active,2019,54.37%,3.65%,"73,504,120,000","1,012,461,000","34,190,309,000","17,701,364,000","1,242,600,000",54.83%,0.81%,0.00%,0,
3337,"МИДЗУХО БАНК (МОСКВА), АО",Active,2020,65.24%,2.85%,"59,930,546,000","2,132,051,000","29,008,148,000","18,427,451,000","979,815,000",56.25%,0.55%,0.00%,0,
3337,"МИДЗУХО БАНК (МОСКВА), АО",Active,2021,62.75%,2.66%,"60,436,514,000","2,962,513,000","32,900,125,000","18,999,269,000","1,089,066,000",51.16%,0.56%,0.00%,0,
3338,"КБ ДЕЛЬТАКРЕДИТ, АО",Inactive,2016,11.36%,-13.93%,"159,767,831,000",0,"4,583,892,000","15,198,140,000","-1,140,108,000",91.44%,-1.22%,0.66%,0,
3338,"КБ ДЕЛЬТАКРЕДИТ, АО",Inactive,2017,13.16%,5.00%,"171,877,083,000",0,"5,527,124,000","19,051,061,000","2,320,748,000",97.62%,0.49%,1.01%,0,
3338,"КБ ДЕЛЬТАКРЕДИТ, АО",Inactive,2018,12.57%,6.88%,"200,084,861,000",0,"4,441,254,000","21,240,332,000","2,821,101,000",113.83%,0.74%,0.79%,0,
3339,"СИ ДИ БИ БАНК, АО",Inactive,2016,50.87%,-8.16%,"401,418,000",0,"339,784,000","324,425,000","-33,309,000",49.55%,-2.89%,28.57%,0,
3339,"СИ ДИ БИ БАНК, АО",Inactive,2017,66.64%,0.39%,"368,975,000",0,"160,301,000","302,234,000","-9,432,000",50.48%,0.16%,38.47%,0,
3340,"МСП БАНК, АО",Active,2016,18.67%,-4.00%,"112,153,530,000","17,901,190,000","107,928,000","26,361,571,000","-2,517,641,000",87.21%,-0.86%,34.30%,0,
3340,"МСП БАНК, АО",Active,2017,23.30%,6.44%,"73,278,885,000","29,554,804,000","168,724,000","22,201,864,000","2,990,918,000",49.14%,1.29%,10.81%,0,
3340,"МСП БАНК, АО",Active,2018,21.30%,0.85%,"62,602,309,000","49,384,778,000","2,511,507,000","21,060,330,000","329,776,000",51.51%,0.15%,13.27%,0,
3340,"МСП БАНК, АО",Active,2019,19.17%,2.28%,"81,995,058,000","39,064,397,000","6,995,869,000","29,017,789,000","1,102,361,000",74.58%,0.42%,7.62%,0,
3340,"МСП БАНК, АО",Active,2020,14.82%,0.78%,"104,537,229,000","40,543,646,000","8,619,811,000","27,234,211,000","1,226,201,000",78.24%,0.16%,9.48%,0,
3340,"МСП БАНК, АО",Active,2021,18.93%,-19.63%,"93,471,243,000","22,583,388,000","8,345,806,000","18,462,968,000","-8,632,844,000",75.69%,-3.04%,21.53%,0,
3344,"МИА (АО), КБ",Inactive,2016,28.08%,2.38%,"13,932,139,000","10,601,392,000","4,759,154,000","7,815,108,000","554,527,000",55.75%,0.61%,7.68%,0,
3344,"МИА (АО), КБ",Inactive,2017,39.14%,-1.85%,"10,980,105,000","6,738,464,000","3,159,285,000","7,933,769,000","86,054,000",49.15%,-0.57%,19.46%,0,
3344,"МИА (АО), КБ",Inactive,2018,40.19%,1.88%,"8,858,315,000","7,701,102,000","4,373,426,000","7,704,025,000","87,277,000",57.77%,0.71%,32.19%,0,
3344,"МИА (АО), КБ",Inactive,2019,43.42%,2.58%,"11,967,047,000","7,846,002,000","7,670,565,000","8,206,978,000","581,743,000",28.27%,1.06%,35.85%,0,
3349,"РОССЕЛЬХОЗБАНК, АО",Active,2016,16.35%,-0.06%,"2,156,426,193,000","253,154,467,000","1,629,625,327,000","395,786,010,000","3,012,626,000",51.41%,-0.01%,11.37%,1,
3349,"РОССЕЛЬХОЗБАНК, АО",Active,2017,15.55%,0.49%,"2,052,298,746,000","343,574,351,000","2,097,918,108,000","420,589,560,000","5,454,493,000",53.82%,0.06%,11.24%,1,
3349,"РОССЕЛЬХОЗБАНК, АО",Active,2018,15.23%,1.07%,"2,342,675,697,000","540,056,886,000","2,254,287,792,000","483,655,892,000","6,331,227,000",54.04%,0.14%,10.53%,1,
3349,"РОССЕЛЬХОЗБАНК, АО",Active,2019,15.14%,1.94%,"2,638,344,450,000","384,750,831,000","2,316,622,020,000","506,244,430,000","8,902,808,000",52.10%,0.27%,8.23%,1,
3349,"РОССЕЛЬХОЗБАНК, АО",Active,2020,14.41%,0.91%,"3,004,193,581,000","390,812,957,000","2,588,275,289,000","522,272,626,000","6,775,446,000",65.27%,0.12%,5.70%,1,
3349,"РОССЕЛЬХОЗБАНК, АО",Active,2021,14.75%,0.82%,"3,115,995,232,000","459,978,443,000","3,071,299,078,000","522,318,087,000","11,931,025,000",59.71%,0.10%,5.27%,1,
3351,"РФИ БАНК, АО",Inactive,2016,22.05%,-5.80%,"458,787,000","586,118,000","453,033,000","373,910,000","4,637,000",9.74%,-1.42%,6.52%,0,
3351,"РФИ БАНК, АО",Inactive,2017,43.12%,-2.48%,"250,013,000","288,192,000","288,214,000","610,235,000","16,970,000",3.20%,-0.68%,0.50%,0,
3351,"РФИ БАНК, АО",Inactive,2018,46.41%,-4.73%,"398,132,000","112,056,000","136,235,000","565,501,000","-47,248,000",5.01%,-2.39%,0.47%,0,
3351,"РФИ БАНК, АО",Inactive,2019,44.48%,3.86%,"242,229,000","248,951,000","123,363,000","611,632,000","60,053,000",,1.71%,13.69%,0,
3351,"РФИ БАНК, АО",Inactive,2020,33.03%,3.17%,"384,285,000","301,548,000","113,085,000","654,581,000","58,193,000",,0.71%,16.25%,0,
3354,"РЕНЕССАНС КРЕДИТ (ООО), КБ",Active,2016,9.99%,-13.74%,"95,047,931,000","353,949,000","77,285,075,000","13,841,282,000","-608,173,000",61.37%,-1.65%,10.83%,0,
3354,"РЕНЕССАНС КРЕДИТ (ООО), КБ",Active,2017,10.53%,17.54%,"120,953,934,000",0,"101,926,052,000","17,768,732,000","6,502,217,000",78.73%,2.22%,4.12%,0,
3354,"РЕНЕССАНС КРЕДИТ (ООО), КБ",Active,2018,10.92%,20.13%,"153,313,966,000","3,047,160,000","125,818,032,000","22,491,895,000","7,998,595,000",80.02%,2.52%,4.19%,0,
3354,"РЕНЕССАНС КРЕДИТ (ООО), КБ",Active,2019,11.66%,19.19%,"163,859,451,000","603,965,000","123,467,421,000","30,727,369,000","7,646,606,000",53.70%,2.75%,3.35%,0,
3354,"РЕНЕССАНС КРЕДИТ (ООО), КБ",Active,2020,13.49%,4.36%,"130,447,960,000","13,272,975,000","100,264,655,000","29,568,082,000","3,071,653,000",42.33%,0.80%,5.99%,0,
3354,"РЕНЕССАНС КРЕДИТ (ООО), КБ",Active,2021,12.49%,8.23%,"137,781,294,000","12,623,284,000","102,801,487,000","27,161,259,000","4,442,440,000",40.44%,1.36%,5.50%,0,
3357,"РЕГИОНФИНАНСБАНК, ООО КБ",Inactive,2016,69.49%,-6.73%,"746,146,000",0,0,"637,702,000","7,704,000",25.71%,-3.63%,20.35%,0,
3360,"КРАЙИНВЕСТБАНК, ПАО",Inactive,2016,0.00%,-1.39%,"28,351,946,000","18,650,803,000","49,864,372,000","-3,095,860,000","-3,503,442,000",0.00%,0.02%,41.98%,0,
3360,"КРАЙИНВЕСТБАНК, ПАО",Inactive,2017,0.00%,21.40%,"34,032,299,000","18,956,191,000","52,307,793,000","-3,995,074,000","-887,496,000",0.00%,-1.24%,52.82%,0,
3360,"КРАЙИНВЕСТБАНК, ПАО",Inactive,2018,0.00%,-5.37%,"37,387,772,000","14,971,461,000","50,695,903,000","-3,223,969,000","217,063,000",0.00%,0.31%,45.62%,0,
3360,"КРАЙИНВЕСТБАНК, ПАО",Inactive,2019,,-9.20%,"39,961,013,000","12,926,385,000","50,831,239,000","-1,785,720,000","760,402,000",0.00%,0.31%,37.66%,0,
3365,"МОСКОММЕРЦБАНК (АО), КБ",Active,2016,27.72%,-3.84%,"17,409,467,000","1,468,760,000","7,480,350,000","6,478,666,000","-470,852,000",44.59%,-0.85%,18.13%,0,
3365,"МОСКОММЕРЦБАНК (АО), КБ",Active,2017,26.89%,-13.49%,"20,108,859,000","1,044,931,000","7,652,351,000","4,197,078,000","-1,439,784,000",28.77%,-3.09%,38.91%,0,
